loan_id,customer_id,loan_type,loan_amount,interest_rate,emi_amount,loan_status
453,26337,Personal Loan,233193,7.29,3886.55,CLOSED
454,43166,Personal Loan,462973,7.43,7716.22,DEFAULT
455,49229,Personal Loan,3730367,13.64,62172.78,ACTIVE
456,254,Home Loan,4335763,12.51,72262.72,CLOSED
457,12367,Home Loan,2785701,14.17,46428.35,DEFAULT
458,26289,Car Loan,3468429,10.52,57807.15,CLOSED
459,21614,Home Loan,2074999,13.52,34583.32,CLOSED
460,26020,Personal Loan,3412629,7.17,56877.15,DEFAULT
461,10759,Car Loan,3830475,14.6,63841.25,CLOSED
462,39205,Personal Loan,4718637,9.34,78643.95,ACTIVE
463,38922,Personal Loan,1622205,9.92,27036.75,DEFAULT
464,33570,Home Loan,1623329,10.1,27055.48,CLOSED
465,45766,Home Loan,2387824,10.59,39797.07,CLOSED
466,29171,Car Loan,1551681,13.32,25861.35,DEFAULT
467,23303,Car Loan,3143231,14.83,52387.18,DEFAULT
468,27268,Car Loan,4535748,7.97,75595.8,CLOSED
469,275,Personal Loan,967631,14.81,16127.18,DEFAULT
470,40916,Home Loan,755130,13.94,12585.5,DEFAULT
471,45387,Car Loan,126787,7.35,2113.12,ACTIVE
472,43678,Personal Loan,2025335,9.66,33755.58,CLOSED
473,29608,Personal Loan,4415120,12.07,73585.33,CLOSED
474,28421,Personal Loan,4672377,14.34,77872.95,DEFAULT
475,39295,Home Loan,1246612,7.67,20776.87,ACTIVE
476,26429,Home Loan,497086,10.14,8284.77,CLOSED
477,18540,Car Loan,1348914,8.97,22481.9,ACTIVE
478,26248,Car Loan,2313980,12.79,38566.33,ACTIVE
479,8320,Car Loan,90687,11.09,1511.45,ACTIVE
480,45882,Home Loan,1705232,13.44,28420.53,CLOSED
481,32171,Car Loan,4734708,13.0,78911.8,ACTIVE
482,31135,Personal Loan,2812289,14.06,46871.48,DEFAULT
483,46149,Personal Loan,798853,7.98,13314.22,CLOSED
484,24628,Car Loan,865174,14.53,14419.57,ACTIVE
485,25285,Car Loan,1663681,11.05,27728.02,DEFAULT
486,34779,Personal Loan,3489014,13.63,58150.23,ACTIVE
487,49261,Home Loan,4558688,11.16,75978.13,ACTIVE
488,35884,Personal Loan,3093927,7.5,51565.45,DEFAULT
489,26957,Personal Loan,3999403,11.21,66656.72,ACTIVE
490,30249,Home Loan,622397,12.96,10373.28,ACTIVE
491,43157,Car Loan,2216971,11.15,36949.52,DEFAULT
492,45405,Home Loan,2891736,12.21,48195.6,CLOSED
493,2214,Car Loan,4804547,10.37,80075.78,ACTIVE
494,37930,Personal Loan,4030183,13.44,67169.72,ACTIVE
495,34868,Personal Loan,430027,9.25,7167.12,CLOSED
496,41571,Car Loan,1036925,14.54,17282.08,CLOSED
497,9073,Home Loan,737050,14.05,12284.17,CLOSED
498,49031,Home Loan,2957169,13.79,49286.15,ACTIVE
499,3748,Personal Loan,789745,10.23,13162.42,ACTIVE
500,10510,Car Loan,3243192,12.4,54053.2,CLOSED
501,20453,Personal Loan,2486229,9.09,41437.15,CLOSED
502,32192,Car Loan,370723,7.96,6178.72,CLOSED
503,20189,Personal Loan,1393520,9.05,23225.33,ACTIVE
504,20280,Personal Loan,2992935,13.26,49882.25,CLOSED
505,15105,Home Loan,340181,12.23,5669.68,ACTIVE
506,14557,Home Loan,3147163,14.51,52452.72,CLOSED
507,44818,Car Loan,3967402,13.39,66123.37,CLOSED
508,4779,Personal Loan,2171391,11.58,36189.85,CLOSED
509,49133,Car Loan,913924,9.95,15232.07,DEFAULT
510,26124,Car Loan,1359022,12.36,22650.37,DEFAULT
511,33882,Car Loan,4916298,13.58,81938.3,CLOSED
512,32576,Car Loan,318914,11.2,5315.23,ACTIVE
513,15340,Car Loan,3515863,11.04,58597.72,CLOSED
514,36128,Home Loan,4406310,12.16,73438.5,CLOSED
515,989,Car Loan,1269247,12.96,21154.12,CLOSED
516,19411,Home Loan,2489354,10.03,41489.23,ACTIVE
517,20208,Home Loan,764089,9.3,12734.82,ACTIVE
518,21455,Car Loan,431679,9.56,7194.65,DEFAULT
519,43781,Car Loan,3554970,8.61,59249.5,ACTIVE
520,42019,Car Loan,4726794,11.9,78779.9,ACTIVE
521,36311,Personal Loan,2214007,13.81,36900.12,CLOSED
522,10515,Home Loan,2668379,10.43,44472.98,DEFAULT
523,7739,Personal Loan,3101764,9.32,51696.07,ACTIVE
524,2202,Personal Loan,3717803,10.81,61963.38,DEFAULT
525,1134,Personal Loan,1727995,11.45,28799.92,CLOSED
526,34904,Home Loan,1620080,11.71,27001.33,CLOSED
527,47700,Car Loan,4213675,7.35,70227.92,DEFAULT
528,7398,Home Loan,1595578,11.11,26592.97,DEFAULT
529,42890,Car Loan,449377,8.37,7489.62,ACTIVE
530,15348,Car Loan,4212730,12.39,70212.17,CLOSED
531,28998,Home Loan,1695343,13.26,28255.72,CLOSED
532,39889,Car Loan,3105053,14.0,51750.88,ACTIVE
533,13939,Personal Loan,1197178,9.2,19952.97,CLOSED
534,46051,Home Loan,369568,13.82,6159.47,DEFAULT
535,27932,Home Loan,794674,7.35,13244.57,CLOSED
536,48259,Home Loan,2326291,13.0,38771.52,ACTIVE
537,8371,Home Loan,3212092,10.99,53534.87,CLOSED
538,41937,Home Loan,423600,9.96,7060.0,CLOSED
539,7858,Home Loan,3764087,14.28,62734.78,ACTIVE
540,24221,Car Loan,133468,13.54,2224.47,CLOSED
541,24003,Car Loan,231876,12.93,3864.6,DEFAULT
542,28182,Car Loan,238109,9.68,3968.48,ACTIVE
543,38101,Car Loan,4929662,11.61,82161.03,DEFAULT
544,14478,Personal Loan,2491551,10.07,41525.85,DEFAULT
545,28586,Car Loan,920248,7.81,15337.47,ACTIVE
546,32325,Personal Loan,2318895,9.02,38648.25,CLOSED
547,19911,Personal Loan,397148,14.79,6619.13,CLOSED
548,15527,Home Loan,2895746,7.68,48262.43,DEFAULT
549,35439,Car Loan,632480,12.24,10541.33,ACTIVE
550,14023,Personal Loan,4330369,9.15,72172.82,ACTIVE
551,19933,Home Loan,3856928,9.02,64282.13,DEFAULT
552,37316,Personal Loan,1636410,14.48,27273.5,ACTIVE
553,4341,Home Loan,4599005,9.2,76650.08,ACTIVE
554,47245,Car Loan,2274521,7.39,37908.68,DEFAULT
555,6353,Car Loan,204426,13.91,3407.1,DEFAULT
556,28448,Home Loan,1753100,7.42,29218.33,CLOSED
557,9634,Home Loan,2172866,7.38,36214.43,CLOSED
558,5679,Personal Loan,4258076,9.11,70967.93,ACTIVE
559,36285,Home Loan,3218758,13.98,53645.97,CLOSED
560,47935,Personal Loan,346487,14.95,5774.78,ACTIVE
561,43327,Car Loan,798672,11.02,13311.2,DEFAULT
562,36010,Home Loan,2314496,10.79,38574.93,DEFAULT
563,42089,Personal Loan,1402149,14.6,23369.15,CLOSED
564,29482,Personal Loan,573589,11.06,9559.82,DEFAULT
565,7796,Car Loan,358294,14.27,5971.57,CLOSED
566,7104,Personal Loan,539945,13.86,8999.08,DEFAULT
567,30516,Personal Loan,1860336,12.24,31005.6,CLOSED
568,4023,Car Loan,3248298,12.83,54138.3,CLOSED
569,4944,Home Loan,4178739,9.42,69645.65,ACTIVE
570,25307,Personal Loan,1216261,8.4,20271.02,ACTIVE
571,39555,Personal Loan,2069149,12.31,34485.82,CLOSED
572,39602,Car Loan,515605,9.67,8593.42,DEFAULT
573,36458,Personal Loan,3885839,8.69,64763.98,CLOSED
574,5322,Personal Loan,3147913,10.06,52465.22,ACTIVE
575,32471,Personal Loan,1149765,12.87,19162.75,ACTIVE
576,34740,Car Loan,2904154,9.98,48402.57,CLOSED
577,647,Personal Loan,1233660,11.85,20561.0,CLOSED
578,43146,Home Loan,1814501,13.18,30241.68,DEFAULT
579,39115,Home Loan,4130351,8.85,68839.18,CLOSED
580,10138,Car Loan,1352278,9.45,22537.97,DEFAULT
581,17543,Home Loan,3763639,8.56,62727.32,ACTIVE
582,29714,Home Loan,3370211,7.58,56170.18,CLOSED
583,12141,Home Loan,3439369,13.52,57322.82,ACTIVE
584,20134,Personal Loan,2493969,10.33,41566.15,CLOSED
585,28344,Car Loan,4756218,10.27,79270.3,ACTIVE
586,35597,Home Loan,1204229,13.24,20070.48,DEFAULT
587,48730,Home Loan,3658956,10.53,60982.6,ACTIVE
588,40119,Home Loan,4654253,9.93,77570.88,ACTIVE
589,10915,Home Loan,2563541,14.36,42725.68,CLOSED
590,34586,Personal Loan,3286483,7.48,54774.72,DEFAULT
591,11072,Car Loan,235855,12.46,3930.92,DEFAULT
592,5848,Home Loan,2961409,7.25,49356.82,DEFAULT
593,29935,Home Loan,813200,8.54,13553.33,CLOSED
594,6213,Car Loan,1443795,10.51,24063.25,DEFAULT
595,6336,Car Loan,1053445,11.44,17557.42,DEFAULT
596,49519,Home Loan,3383807,14.07,56396.78,DEFAULT
597,13697,Personal Loan,1447780,12.91,24129.67,CLOSED
598,35541,Home Loan,2938996,11.08,48983.27,ACTIVE
599,14006,Car Loan,3999735,14.26,66662.25,DEFAULT
600,4753,Home Loan,1407564,11.31,23459.4,DEFAULT
601,10889,Car Loan,1823068,14.62,30384.47,DEFAULT
602,28903,Personal Loan,1514632,8.72,25243.87,CLOSED
603,47588,Home Loan,1070072,9.2,17834.53,DEFAULT
604,49431,Home Loan,4310589,7.75,71843.15,CLOSED
605,23343,Car Loan,4702031,9.94,78367.18,ACTIVE
606,33327,Personal Loan,3511139,9.78,58518.98,CLOSED
607,47915,Home Loan,982325,14.06,16372.08,ACTIVE
608,43103,Car Loan,3599715,10.61,59995.25,CLOSED
609,31327,Home Loan,2757941,10.42,45965.68,DEFAULT
610,21715,Home Loan,4975728,12.08,82928.8,ACTIVE
611,37444,Home Loan,3456578,13.86,57609.63,CLOSED
612,15071,Home Loan,4023800,11.1,67063.33,CLOSED
613,24996,Personal Loan,275487,7.49,4591.45,DEFAULT
614,40664,Personal Loan,3926998,15.0,65449.97,DEFAULT
615,23430,Personal Loan,3908928,13.94,65148.8,DEFAULT
616,20433,Home Loan,457853,12.26,7630.88,ACTIVE
617,320,Home Loan,250443,11.85,4174.05,ACTIVE
618,7396,Home Loan,2508324,9.08,41805.4,DEFAULT
619,36376,Car Loan,1265788,8.87,21096.47,DEFAULT
620,6733,Car Loan,3397142,8.0,56619.03,CLOSED
621,14739,Car Loan,4091384,13.11,68189.73,ACTIVE
622,8186,Home Loan,3298867,7.85,54981.12,CLOSED
623,34696,Home Loan,2158213,9.62,35970.22,ACTIVE
624,25725,Home Loan,2389557,14.67,39825.95,DEFAULT
625,14724,Personal Loan,2542608,8.19,42376.8,DEFAULT
626,29286,Car Loan,3911485,7.3,65191.42,CLOSED
627,31606,Personal Loan,4006337,7.44,66772.28,CLOSED
628,45394,Personal Loan,3515741,13.1,58595.68,ACTIVE
629,44170,Home Loan,1348500,8.28,22475.0,DEFAULT
630,10233,Personal Loan,404225,9.03,6737.08,CLOSED
631,29849,Personal Loan,1163432,12.37,19390.53,DEFAULT
632,20779,Home Loan,670142,12.91,11169.03,CLOSED
633,37647,Home Loan,1653956,14.57,27565.93,ACTIVE
634,15059,Car Loan,3094950,10.55,51582.5,CLOSED
635,31551,Car Loan,2473429,12.7,41223.82,DEFAULT
636,29873,Car Loan,3731661,7.41,62194.35,DEFAULT
637,3700,Car Loan,3643711,9.95,60728.52,DEFAULT
638,25842,Home Loan,1708841,10.53,28480.68,DEFAULT
639,48117,Personal Loan,855678,13.83,14261.3,CLOSED
640,49059,Home Loan,794775,13.46,13246.25,CLOSED
641,12359,Home Loan,4623505,10.66,77058.42,CLOSED
642,31127,Home Loan,1621893,9.6,27031.55,ACTIVE
643,38724,Personal Loan,1098530,12.94,18308.83,ACTIVE
644,43969,Home Loan,2066372,7.05,34439.53,ACTIVE
645,49416,Personal Loan,2234201,9.27,37236.68,DEFAULT
646,33491,Personal Loan,388641,14.41,6477.35,DEFAULT
647,39469,Car Loan,3668089,13.56,61134.82,ACTIVE
648,60,Home Loan,1738276,9.38,28971.27,ACTIVE
649,10379,Personal Loan,119331,10.77,1988.85,ACTIVE
650,263,Car Loan,52135,12.41,868.92,ACTIVE
651,3016,Personal Loan,4967125,11.37,82785.42,DEFAULT
652,32655,Home Loan,3349025,9.88,55817.08,CLOSED
653,1921,Home Loan,4008197,11.98,66803.28,CLOSED
654,5668,Personal Loan,1566086,11.08,26101.43,DEFAULT
655,32982,Car Loan,1894552,13.82,31575.87,ACTIVE
656,11399,Personal Loan,4823312,13.85,80388.53,CLOSED
657,9131,Car Loan,1614391,14.73,26906.52,CLOSED
658,10594,Home Loan,1115129,9.28,18585.48,ACTIVE
659,39916,Car Loan,1036429,9.12,17273.82,ACTIVE
660,13908,Car Loan,3769746,13.82,62829.1,ACTIVE
661,22554,Car Loan,2524371,14.4,42072.85,CLOSED
662,40513,Home Loan,322456,10.84,5374.27,DEFAULT
663,31039,Car Loan,1123999,8.3,18733.32,DEFAULT
664,4977,Home Loan,4378553,9.74,72975.88,ACTIVE
665,22771,Personal Loan,2291576,12.95,38192.93,CLOSED
666,7559,Car Loan,4895346,10.48,81589.1,DEFAULT
667,37809,Car Loan,2312318,7.5,38538.63,ACTIVE
668,18627,Car Loan,3620988,8.0,60349.8,DEFAULT
669,13015,Car Loan,4423129,8.88,73718.82,ACTIVE
670,37758,Car Loan,4350585,7.57,72509.75,DEFAULT
671,36833,Home Loan,3960687,8.12,66011.45,ACTIVE
672,39161,Home Loan,3748025,9.94,62467.08,CLOSED
673,48112,Home Loan,3820490,14.11,63674.83,DEFAULT
674,38657,Car Loan,555952,13.78,9265.87,DEFAULT
675,32941,Personal Loan,3040011,12.48,50666.85,ACTIVE
676,13958,Personal Loan,4633655,8.73,77227.58,DEFAULT
677,31112,Home Loan,2104999,10.87,35083.32,CLOSED
678,1905,Home Loan,1116324,11.38,18605.4,CLOSED
679,11910,Personal Loan,1638727,9.95,27312.12,DEFAULT
680,41581,Home Loan,2163012,12.46,36050.2,CLOSED
681,5088,Personal Loan,3866781,10.68,64446.35,DEFAULT
682,36280,Home Loan,2407569,12.22,40126.15,CLOSED
683,13858,Car Loan,2913210,13.28,48553.5,CLOSED
684,20750,Home Loan,1601441,11.47,26690.68,CLOSED
685,47045,Personal Loan,3944791,8.85,65746.52,ACTIVE
686,22281,Car Loan,3864939,12.87,64415.65,DEFAULT
687,11752,Car Loan,4214508,8.42,70241.8,DEFAULT
688,21544,Home Loan,3336285,14.61,55604.75,CLOSED
689,5042,Car Loan,2020783,9.55,33679.72,ACTIVE
690,8662,Personal Loan,4635168,14.73,77252.8,DEFAULT
691,14279,Car Loan,3399632,12.97,56660.53,ACTIVE
692,23465,Home Loan,4797397,14.81,79956.62,CLOSED
693,14437,Home Loan,3392479,8.7,56541.32,DEFAULT
694,19645,Personal Loan,1355950,12.15,22599.17,ACTIVE
695,38993,Personal Loan,761298,9.42,12688.3,DEFAULT
696,48264,Car Loan,4442847,11.81,74047.45,ACTIVE
697,8026,Home Loan,619402,13.89,10323.37,CLOSED
698,43863,Home Loan,2091724,8.86,34862.07,CLOSED
699,32919,Personal Loan,4414126,9.74,73568.77,CLOSED
700,25806,Personal Loan,1998400,14.6,33306.67,DEFAULT
701,42606,Personal Loan,2030195,8.36,33836.58,CLOSED
702,10954,Personal Loan,3393627,8.26,56560.45,CLOSED
703,26852,Home Loan,2613522,10.01,43558.7,CLOSED
704,26000,Home Loan,4014885,9.97,66914.75,ACTIVE
705,36374,Car Loan,4604712,7.99,76745.2,DEFAULT
706,295,Personal Loan,4068856,7.03,67814.27,ACTIVE
707,39730,Car Loan,1394582,10.13,23243.03,ACTIVE
708,18662,Personal Loan,4081167,10.99,68019.45,DEFAULT
709,158,Personal Loan,4727850,9.64,78797.5,ACTIVE
710,38566,Home Loan,4854552,12.01,80909.2,DEFAULT
711,22626,Home Loan,1446061,12.54,24101.02,CLOSED
712,35036,Personal Loan,1694626,14.64,28243.77,DEFAULT
713,37815,Home Loan,808925,7.06,13482.08,ACTIVE
714,23934,Home Loan,737106,7.19,12285.1,ACTIVE
715,19126,Car Loan,3650453,9.99,60840.88,ACTIVE
716,7848,Personal Loan,2788895,13.04,46481.58,DEFAULT
717,48823,Home Loan,1258827,9.71,20980.45,ACTIVE
718,31666,Personal Loan,1790632,7.87,29843.87,ACTIVE
719,26998,Home Loan,764230,8.69,12737.17,DEFAULT
720,23867,Car Loan,4924968,8.83,82082.8,CLOSED
721,5460,Personal Loan,1545522,14.8,25758.7,CLOSED
722,2846,Home Loan,2036794,10.87,33946.57,DEFAULT
723,44776,Home Loan,1706651,10.21,28444.18,DEFAULT
724,13630,Home Loan,2960289,9.57,49338.15,ACTIVE
725,48506,Car Loan,3739606,13.62,62326.77,CLOSED
726,18941,Personal Loan,3932420,14.3,65540.33,ACTIVE
727,18169,Car Loan,706605,10.55,11776.75,ACTIVE
728,3534,Personal Loan,1462715,12.41,24378.58,ACTIVE
729,9765,Personal Loan,762587,10.23,12709.78,ACTIVE
730,32946,Personal Loan,1906056,11.4,31767.6,DEFAULT
731,31874,Home Loan,3638517,10.27,60641.95,ACTIVE
732,30107,Car Loan,2391301,9.02,39855.02,CLOSED
733,9392,Home Loan,2400668,10.7,40011.13,DEFAULT
734,33086,Home Loan,3109917,12.61,51831.95,DEFAULT
735,6009,Personal Loan,383061,13.22,6384.35,DEFAULT
736,30667,Car Loan,1292119,9.21,21535.32,ACTIVE
737,16799,Personal Loan,3315033,9.53,55250.55,CLOSED
738,41833,Home Loan,3593590,11.53,59893.17,DEFAULT
739,3660,Home Loan,4802392,9.51,80039.87,DEFAULT
740,21653,Home Loan,3536158,11.13,58935.97,ACTIVE
741,8749,Home Loan,2350057,8.22,39167.62,CLOSED
742,17031,Personal Loan,3355059,13.11,55917.65,CLOSED
743,27573,Car Loan,3769712,12.1,62828.53,CLOSED
744,49858,Home Loan,86646,8.19,1444.1,CLOSED
745,28838,Car Loan,3894136,9.93,64902.27,DEFAULT
746,49378,Home Loan,3806312,7.15,63438.53,ACTIVE
747,11365,Car Loan,1680201,8.14,28003.35,ACTIVE
748,35763,Personal Loan,2372770,12.22,39546.17,CLOSED
749,1554,Home Loan,4135195,12.25,68919.92,ACTIVE
750,13170,Home Loan,2970386,13.78,49506.43,CLOSED
751,6601,Car Loan,2679800,13.25,44663.33,CLOSED
752,32887,Home Loan,56540,14.16,942.33,CLOSED
753,591,Car Loan,793487,9.13,13224.78,CLOSED
754,1137,Car Loan,858417,7.18,14306.95,ACTIVE
755,529,Home Loan,130107,12.32,2168.45,ACTIVE
756,45349,Home Loan,3618595,11.47,60309.92,CLOSED
757,26170,Personal Loan,3085356,7.25,51422.6,ACTIVE
758,24984,Personal Loan,165253,13.55,2754.22,ACTIVE
759,31943,Home Loan,4000842,12.31,66680.7,DEFAULT
760,10140,Car Loan,4114353,8.97,68572.55,ACTIVE
761,2488,Home Loan,3982458,14.31,66374.3,ACTIVE
762,5240,Car Loan,617421,10.99,10290.35,DEFAULT
763,38557,Home Loan,2489504,11.6,41491.73,DEFAULT
764,24580,Home Loan,3673432,8.68,61223.87,CLOSED
765,3256,Car Loan,1560310,13.42,26005.17,CLOSED
766,26231,Home Loan,1904575,8.07,31742.92,DEFAULT
767,20322,Home Loan,2259857,11.06,37664.28,CLOSED
768,10626,Personal Loan,4030312,8.65,67171.87,ACTIVE
769,48462,Home Loan,2629625,10.3,43827.08,DEFAULT
770,41864,Personal Loan,3212820,14.53,53547.0,CLOSED
771,1833,Personal Loan,3215249,8.13,53587.48,ACTIVE
772,16984,Car Loan,1229975,12.6,20499.58,DEFAULT
773,10428,Home Loan,3231703,10.3,53861.72,CLOSED
774,23951,Personal Loan,3215115,9.96,53585.25,DEFAULT
775,37926,Personal Loan,2872413,13.39,47873.55,DEFAULT
776,16469,Home Loan,105045,12.23,1750.75,CLOSED
777,48348,Personal Loan,252865,14.87,4214.42,DEFAULT
778,45800,Car Loan,4811445,10.86,80190.75,CLOSED
779,21214,Home Loan,1956330,9.3,32605.5,CLOSED
780,12173,Car Loan,1007568,8.67,16792.8,CLOSED
781,10732,Home Loan,439927,12.61,7332.12,DEFAULT
782,26653,Personal Loan,751513,12.13,12525.22,CLOSED
783,31779,Personal Loan,4180643,9.08,69677.38,CLOSED
784,31679,Car Loan,227900,12.57,3798.33,CLOSED
785,24272,Car Loan,3167711,9.98,52795.18,ACTIVE
786,35329,Home Loan,4026597,14.43,67109.95,DEFAULT
787,22625,Car Loan,3718763,13.45,61979.38,CLOSED
788,23906,Home Loan,2014000,12.04,33566.67,DEFAULT
789,17831,Home Loan,4347496,14.3,72458.27,ACTIVE
790,38984,Home Loan,3863938,11.11,64398.97,CLOSED
791,35631,Personal Loan,915214,7.19,15253.57,ACTIVE
792,25649,Personal Loan,3107799,10.74,51796.65,CLOSED
793,6626,Personal Loan,4667567,10.85,77792.78,DEFAULT
794,18666,Car Loan,4420708,11.21,73678.47,CLOSED
795,4082,Personal Loan,1442418,10.18,24040.3,DEFAULT
796,30807,Personal Loan,738926,13.63,12315.43,DEFAULT
797,27443,Car Loan,908175,9.81,15136.25,ACTIVE
798,22935,Home Loan,4673006,14.73,77883.43,DEFAULT
799,7182,Home Loan,2479774,9.26,41329.57,CLOSED
800,44850,Home Loan,4545665,9.53,75761.08,ACTIVE
801,4645,Personal Loan,1209609,11.24,20160.15,CLOSED
802,32022,Personal Loan,1762102,12.98,29368.37,CLOSED
803,38530,Home Loan,4371051,13.9,72850.85,ACTIVE
804,1916,Personal Loan,1332903,10.61,22215.05,CLOSED
805,41730,Car Loan,2952304,7.66,49205.07,CLOSED
806,48263,Home Loan,2374504,10.49,39575.07,DEFAULT
807,16250,Personal Loan,3449631,12.76,57493.85,ACTIVE
808,20124,Car Loan,2655690,11.07,44261.5,DEFAULT
809,12463,Home Loan,1464963,14.72,24416.05,CLOSED
810,44713,Home Loan,4249235,9.84,70820.58,CLOSED
811,49433,Home Loan,4033476,9.86,67224.6,DEFAULT
812,32957,Home Loan,1745288,14.6,29088.13,ACTIVE
813,45486,Car Loan,625765,9.04,10429.42,DEFAULT
814,15510,Home Loan,3915096,11.11,65251.6,DEFAULT
815,21756,Personal Loan,577835,11.65,9630.58,CLOSED
816,42829,Car Loan,3937128,14.66,65618.8,DEFAULT
817,36203,Home Loan,4390906,7.87,73181.77,CLOSED
818,37591,Home Loan,3808412,8.19,63473.53,DEFAULT
819,35236,Personal Loan,4428509,10.69,73808.48,DEFAULT
820,9177,Car Loan,3787164,13.43,63119.4,DEFAULT
821,23122,Personal Loan,913308,8.4,15221.8,DEFAULT
822,17670,Personal Loan,51403,10.84,856.72,CLOSED
823,35025,Car Loan,3880958,9.88,64682.63,CLOSED
824,40788,Home Loan,2511948,10.08,41865.8,DEFAULT
825,4913,Home Loan,2361449,14.02,39357.48,ACTIVE
826,47606,Personal Loan,4164288,11.08,69404.8,ACTIVE
827,39512,Car Loan,1535560,14.36,25592.67,DEFAULT
828,7908,Car Loan,3887655,12.24,64794.25,ACTIVE
829,46380,Personal Loan,3503299,14.58,58388.32,ACTIVE
830,42859,Car Loan,211000,11.03,3516.67,ACTIVE
831,16721,Car Loan,259353,10.58,4322.55,DEFAULT
832,26742,Personal Loan,2472408,13.82,41206.8,ACTIVE
833,43896,Car Loan,2599023,10.39,43317.05,DEFAULT
834,12057,Car Loan,355708,9.52,5928.47,DEFAULT
835,36063,Home Loan,3549283,11.38,59154.72,ACTIVE
836,21272,Personal Loan,2387866,8.01,39797.77,ACTIVE
837,42620,Personal Loan,2935663,8.79,48927.72,DEFAULT
838,39327,Car Loan,145382,7.74,2423.03,CLOSED
839,8298,Car Loan,659081,8.18,10984.68,DEFAULT
840,6728,Car Loan,125729,14.63,2095.48,DEFAULT
841,4365,Personal Loan,1578907,11.4,26315.12,CLOSED
842,45440,Car Loan,2432109,11.42,40535.15,ACTIVE
843,19085,Personal Loan,1343998,11.91,22399.97,CLOSED
844,26400,Car Loan,2960308,14.92,49338.47,CLOSED
845,16720,Car Loan,978656,12.98,16310.93,ACTIVE
846,22276,Personal Loan,112590,10.1,1876.5,ACTIVE
847,43771,Personal Loan,3208576,8.4,53476.27,ACTIVE
848,32249,Home Loan,1885941,10.28,31432.35,ACTIVE
849,36421,Home Loan,2015707,10.7,33595.12,DEFAULT
850,5723,Car Loan,1662491,7.8,27708.18,CLOSED
851,1307,Home Loan,4118658,9.91,68644.3,ACTIVE
852,37583,Home Loan,2126370,13.15,35439.5,DEFAULT
853,21720,Car Loan,3373736,12.18,56228.93,DEFAULT
854,38755,Personal Loan,3903890,11.85,65064.83,DEFAULT
855,13820,Car Loan,4309746,9.04,71829.1,CLOSED
856,28260,Personal Loan,803162,11.93,13386.03,CLOSED
857,6517,Home Loan,4842566,13.94,80709.43,DEFAULT
858,3958,Car Loan,2851319,11.54,47521.98,DEFAULT
859,25656,Home Loan,1656296,7.17,27604.93,DEFAULT
860,16154,Personal Loan,2608534,7.67,43475.57,DEFAULT
861,31492,Personal Loan,3666102,9.86,61101.7,DEFAULT
862,3897,Car Loan,2424679,14.87,40411.32,ACTIVE
863,27541,Car Loan,4169539,11.22,69492.32,CLOSED
864,35050,Car Loan,1275863,14.83,21264.38,ACTIVE
865,26753,Home Loan,4565425,14.61,76090.42,CLOSED
866,25468,Home Loan,2413626,8.96,40227.1,CLOSED
867,19418,Car Loan,1718496,13.37,28641.6,ACTIVE
868,9360,Home Loan,4475288,12.3,74588.13,ACTIVE
869,48020,Personal Loan,4272171,11.21,71202.85,CLOSED
870,26533,Personal Loan,2320183,14.41,38669.72,ACTIVE
871,39063,Personal Loan,3546182,11.78,59103.03,ACTIVE
872,10365,Car Loan,2741043,11.42,45684.05,CLOSED
873,29421,Home Loan,2625155,13.98,43752.58,DEFAULT
874,12131,Personal Loan,546550,11.45,9109.17,ACTIVE
875,4653,Car Loan,4985267,11.98,83087.78,CLOSED
876,38730,Car Loan,4549258,13.19,75820.97,DEFAULT
877,29398,Car Loan,4733062,8.2,78884.37,CLOSED
878,36140,Personal Loan,1457163,13.25,24286.05,DEFAULT
879,46363,Home Loan,485697,8.15,8094.95,DEFAULT
880,44593,Personal Loan,3479665,10.28,57994.42,DEFAULT
881,33433,Car Loan,2789764,12.05,46496.07,CLOSED
882,24648,Personal Loan,1375128,8.97,22918.8,DEFAULT
883,43891,Car Loan,1796240,8.71,29937.33,CLOSED
884,24592,Personal Loan,3034718,13.06,50578.63,DEFAULT
885,46330,Home Loan,498632,9.9,8310.53,DEFAULT
886,39129,Car Loan,1101372,8.52,18356.2,CLOSED
887,33270,Home Loan,3819345,9.98,63655.75,DEFAULT
888,45672,Car Loan,3279156,10.16,54652.6,DEFAULT
889,31750,Home Loan,4734247,12.43,78904.12,DEFAULT
890,8655,Home Loan,1267333,13.83,21122.22,CLOSED
891,42109,Personal Loan,442846,11.3,7380.77,DEFAULT
892,25056,Home Loan,2968731,9.45,49478.85,CLOSED
893,18834,Car Loan,3511355,14.28,58522.58,CLOSED
894,8464,Personal Loan,1490099,9.02,24834.98,ACTIVE
895,43941,Personal Loan,1321896,13.42,22031.6,DEFAULT
896,25298,Home Loan,515024,14.21,8583.73,DEFAULT
897,41262,Home Loan,4113658,14.21,68560.97,DEFAULT
898,41950,Personal Loan,2638923,9.91,43982.05,ACTIVE
899,5868,Personal Loan,1636179,14.31,27269.65,CLOSED
